@relation scoretable
@attribute actorScore numeric
@attribute directorScore numeric
@attribute typeScore numeric
@attribute summaryScore numeric
@attribute score numeric
@data
5.58,6.4300000000000015,5.785,1.585,3.2
6.020000000000001,6.460000000000001,7.3950000000000005,1.8,7.1
6.005000000000001,6.235000000000001,5.895,0.0,5.5
6.550000000000002,6.235000000000001,6.715000000000001,1.9149999999999998,6.7
5.615,6.235000000000001,5.7,1.58,4.9
6.295,6.235000000000001,7.175000000000002,2.035,8.5
5.285,6.235000000000001,6.3199999999999985,1.145,2.6
7.185000000000002,6.380000000000001,6.470000000000001,1.9299999999999997,8.2
6.490000000000002,6.235000000000001,5.595000000000001,1.7549999999999997,7.0
6.445,6.235000000000001,7.075000000000001,1.605,6.2
5.26,6.235000000000001,5.775,1.4200000000000002,3.4
6.33,6.235000000000001,6.7,1.6799999999999997,7.0
6.3050000000000015,6.235000000000001,6.955000000000001,1.6300000000000001,3.7
6.235000000000001,6.235000000000001,7.665000000000002,1.6349999999999998,7.5
6.320000000000001,6.235000000000001,7.090000000000001,1.5850000000000002,6.5
6.550000000000002,6.235000000000001,7.365,1.9049999999999998,7.7
6.550000000000002,6.235000000000001,6.160000000000001,1.83,6.3
6.065,6.235000000000001,6.495,1.415,6.2
6.115,6.235000000000001,7.084999999999999,1.73,5.9
6.445000000000002,6.235000000000001,5.575,1.8150000000000002,7.4
6.750000000000002,6.235000000000001,6.01,1.8800000000000001,7.5
6.235000000000001,6.235000000000001,5.254999999999999,1.4,3.1
6.415000000000002,6.500000000000002,6.794999999999999,1.8800000000000001,8.5
5.865,6.235000000000001,5.575,1.4549999999999998,3.6
6.275,6.235000000000001,5.575,1.29,4.9
6.660000000000001,6.235000000000001,6.3500000000000005,1.6150000000000002,7.5
5.4350000000000005,6.235000000000001,6.605000000000001,1.52,4.7
5.975,6.235000000000001,6.909999999999999,1.5699999999999998,6.1
6.08,6.235000000000001,6.514999999999998,1.925,8.3
5.84,6.235000000000001,7.109999999999999,1.9300000000000002,7.4
5.17,6.235000000000001,5.47,1.475,3.6
6.5950000000000015,6.235000000000001,4.929999999999999,1.65,5.9
6.235000000000001,6.235000000000001,7.38,1.64,7.4
6.530000000000001,6.530000000000001,6.145,1.8549999999999998,8.2
6.580000000000001,6.475000000000001,6.494999999999999,1.8649999999999998,7.7
6.235000000000001,6.235000000000001,7.185,1.6849999999999998,6.7
6.405000000000001,6.235000000000001,6.959999999999999,1.6949999999999998,7.4
6.235000000000001,6.235000000000001,7.15,1.75,6.5
6.210000000000001,6.235000000000001,7.575,1.525,5.7
6.370000000000001,6.235000000000001,6.970000000000001,1.7100000000000002,5.4
6.535000000000001,6.235000000000001,5.955,1.545,5.5
6.385000000000001,6.475000000000001,5.955,2.0800000000000005,8.6
6.33,6.235000000000001,6.345000000000001,1.515,7.7
6.620000000000002,6.235000000000001,6.494999999999999,2.01,8.7
7.549999999999999,6.235000000000001,6.55,1.685,6.5
6.285000000000002,6.235000000000001,7.675,1.6849999999999998,7.4
6.155,6.445000000000002,6.265,1.9549999999999996,6.9
6.290000000000001,6.235000000000001,6.6149999999999975,1.765,6.3
6.715000000000002,6.235000000000001,7.42,1.6999999999999997,8.7
7.275000000000001,6.565000000000002,7.535000000000001,1.97,7.7
5.835,6.235000000000001,6.705,1.765,7.6
6.33,6.235000000000001,7.529999999999999,1.5299999999999998,9.2
6.605000000000001,6.235000000000001,6.290000000000001,1.5699999999999998,7.0
6.75,6.235000000000001,6.705000000000001,1.8850000000000002,8.7
5.57,6.580000000000001,7.44,1.725,7.7
6.550000000000002,6.495000000000002,6.9799999999999995,1.9999999999999996,8.9
6.235000000000001,6.235000000000001,6.810000000000002,1.8199999999999998,7.2
5.8100000000000005,6.235000000000001,6.1450000000000005,1.5950000000000002,5.9
7.140000000000001,6.235000000000001,6.825,1.6600000000000001,6.1
6.235000000000001,6.235000000000001,7.095000000000001,1.98,6.8
6.700000000000001,6.235000000000001,7.029999999999999,1.67,6.6
7.050000000000002,6.405000000000001,7.505,1.97,5.7
6.245000000000001,6.235000000000001,7.135,1.575,6.9
5.835000000000001,6.4700000000000015,5.575,1.675,4.5
5.549999999999999,6.250000000000001,6.705,1.44,5.7
6.360000000000001,6.235000000000001,6.135,1.34,5.0
6.275,6.235000000000001,6.055,1.45,6.6
6.165000000000001,6.235000000000001,6.649999999999999,1.3900000000000001,6.0
6.585000000000001,6.235000000000001,7.334999999999999,1.9149999999999998,7.4
6.455000000000001,6.235000000000001,7.37,1.53,6.3
6.420000000000002,6.440000000000002,6.664999999999999,1.9199999999999995,9.4
6.595000000000001,6.235000000000001,7.305,2.0549999999999997,8.9
6.530000000000001,6.235000000000001,7.464999999999999,1.855,9.2
6.4350000000000005,6.530000000000001,7.285000000000001,2.02,8.4
6.390000000000001,6.235000000000001,7.175,1.8400000000000003,8.5
6.535000000000001,6.535000000000001,7.295,1.8199999999999998,9.1
7.100000000000001,6.235000000000001,6.980000000000001,2.0349999999999997,8.7
6.300000000000001,6.530000000000001,6.985000000000001,1.935,9.2
6.690000000000002,6.520000000000001,7.58,1.8399999999999999,8.2
6.220000000000001,6.3500000000000005,7.4399999999999995,1.7099999999999997,8.7
6.345000000000001,6.530000000000001,6.595000000000001,1.8099999999999998,9.2
6.300000000000001,6.235000000000001,6.965000000000001,1.83,9.6
6.335000000000001,6.235000000000001,6.720000000000001,1.6950000000000003,7.9
6.005000000000001,6.605000000000001,5.86,1.7599999999999998,9.1
6.475000000000001,6.235000000000001,6.99,1.9649999999999999,9.1
6.575000000000001,6.235000000000001,7.17,1.9949999999999999,8.3
6.535000000000001,6.3500000000000005,7.589999999999999,1.955,8.0
6.4700000000000015,6.485000000000001,6.480000000000001,1.9649999999999999,8.0
7.034999999999998,6.500000000000002,7.5649999999999995,1.6849999999999998,8.5
6.690000000000002,6.235000000000001,6.859999999999999,1.8850000000000002,7.9
7.210000000000001,6.235000000000001,7.44,1.9650000000000003,8.7
6.425000000000002,6.235000000000001,6.6149999999999975,2.035,9.4
7.3050000000000015,6.625000000000002,6.75,1.975,9.1
6.235000000000001,6.235000000000001,7.44,1.9,9.3
6.385000000000001,6.235000000000001,7.110000000000001,1.94,8.2
6.620000000000002,6.4700000000000015,5.49,1.9400000000000002,7.7
6.235000000000001,6.235000000000001,7.545,1.6099999999999999,8.9
6.415000000000002,6.235000000000001,7.210000000000001,1.795,8.2
6.275,6.425000000000002,7.015000000000001,2.2199999999999998,9.4
6.275,6.235000000000001,6.715000000000001,1.9600000000000002,8.5
6.1450000000000005,6.235000000000001,6.945,2.055,8.7
6.4350000000000005,6.235000000000001,5.49,1.545,7.9
6.855000000000001,6.460000000000001,7.594999999999999,1.975,7.9
6.82,6.235000000000001,7.195,1.6749999999999996,7.2
6.640000000000001,6.535000000000001,6.989999999999999,2.0599999999999996,9.1
6.205,6.615,5.870000000000001,1.4649999999999999,8.9
7.1049999999999995,6.235000000000001,6.74,1.975,7.8
7.045000000000002,6.360000000000001,6.69,2.04,8.7
6.405000000000001,6.235000000000001,5.92,1.685,8.2
6.380000000000001,6.450000000000001,6.145000000000001,1.8,7.9
5.595000000000001,6.300000000000001,7.44,1.8649999999999998,7.9
7.110000000000001,6.235000000000001,5.27,1.8099999999999998,7.9
6.500000000000002,6.235000000000001,7.615,1.905,7.5
6.99,6.475000000000001,7.025,1.895,7.8
6.0600000000000005,6.530000000000001,6.6149999999999975,1.8199999999999998,8.7
6.24,6.235000000000001,5.534999999999999,1.495,7.3
6.730000000000002,6.235000000000001,5.595000000000001,1.9799999999999998,8.2
6.985000000000001,6.235000000000001,6.465000000000001,1.9149999999999998,7.3
6.385000000000001,6.235000000000001,6.779999999999999,2.05,8.3
5.9350000000000005,6.235000000000001,7.590000000000001,1.645,8.0
7.215000000000002,6.235000000000001,6.575,1.855,8.4
6.525000000000001,6.360000000000001,7.32,1.81,6.6
6.3050000000000015,6.425000000000002,7.154999999999999,2.0,7.8
6.400000000000001,6.235000000000001,6.835000000000001,1.795,8.1
6.535000000000001,6.235000000000001,6.6149999999999975,1.6949999999999998,8.5
6.420000000000002,6.235000000000001,5.49,1.735,7.8
6.630000000000001,6.625000000000002,6.005000000000001,1.42,8.7
6.650000000000001,6.370000000000001,7.325,1.775,7.5
6.935,6.425000000000002,6.745,1.92,7.7
6.235000000000001,6.235000000000001,5.5649999999999995,1.425,6.7
6.390000000000001,6.400000000000001,6.7700000000000005,1.655,7.2
6.375000000000002,6.440000000000002,7.284999999999999,1.8,7.8
6.025,6.360000000000001,6.734999999999999,1.895,7.7
6.400000000000001,6.235000000000001,7.2,1.825,6.4
6.485000000000001,6.235000000000001,7.534999999999999,1.97,8.0
6.235000000000001,6.295000000000001,5.970000000000001,1.535,5.5
6.235000000000001,6.235000000000001,7.0600000000000005,1.69,6.4
6.235000000000001,6.235000000000001,7.1899999999999995,1.7550000000000001,6.6
7.250000000000002,6.235000000000001,5.42,1.8050000000000002,7.6
6.82,6.480000000000001,7.085000000000001,2.0799999999999996,8.7
6.795,6.33,5.515000000000001,1.3,5.7
6.250000000000001,6.650000000000001,6.45,1.815,8.6
6.235000000000001,6.235000000000001,6.235000000000001,1.7550000000000001,5.6
7.135000000000001,6.640000000000001,6.484999999999999,1.925,8.8
6.700000000000001,6.420000000000002,6.8,1.97,7.1
6.3900000000000015,6.235000000000001,7.32,2.0799999999999996,8.6
7.130000000000001,6.235000000000001,7.1800000000000015,1.7850000000000001,6.4
6.315,6.235000000000001,6.980000000000001,1.69,8.9
6.215000000000002,6.345000000000001,7.115000000000002,1.7550000000000001,7.4
7.090000000000001,6.420000000000002,5.885,1.9300000000000002,6.6
6.625,6.460000000000001,6.480000000000001,1.89,8.0
7.264999999999999,6.625000000000002,7.155000000000001,2.1049999999999995,9.1
6.3050000000000015,6.510000000000001,7.265000000000001,1.6650000000000003,8.8
6.640000000000002,6.355,6.544999999999999,1.9649999999999999,8.1
6.300000000000001,6.235000000000001,6.82,1.8399999999999999,5.7
6.235000000000001,6.235000000000001,6.660000000000001,1.605,6.5
6.115,6.480000000000001,6.8,1.905,7.7
7.075,6.235000000000001,7.315,1.73,5.4
6.365,6.235000000000001,7.4,1.89,7.1
5.8100000000000005,6.235000000000001,5.610000000000001,1.345,3.8
6.140000000000001,6.235000000000001,7.085000000000003,1.52,5.8
5.995000000000001,6.235000000000001,5.484999999999999,1.365,3.3
6.200000000000001,6.235000000000001,7.015000000000001,1.28,6.4
6.235000000000001,6.235000000000001,6.945,1.3050000000000002,3.2
5.750000000000001,6.235000000000001,5.610000000000001,1.83,6.5
6.235000000000001,6.235000000000001,6.6149999999999975,1.54,3.9
6.400000000000001,6.235000000000001,5.610000000000001,1.795,6.8
6.380000000000001,6.235000000000001,7.44,1.775,8.4
5.92,6.235000000000001,5.364999999999999,2.065,5.7
6.69,6.235000000000001,6.63,1.595,5.8
6.3500000000000005,6.445000000000002,6.6850000000000005,1.7,6.3
6.330000000000001,6.235000000000001,7.44,1.8199999999999998,6.5
6.14,6.235000000000001,6.04,1.5150000000000001,6.9
5.750000000000001,6.4300000000000015,7.44,1.4249999999999998,7.7
5.8,6.235000000000001,6.14,1.5050000000000001,4.9
6.235000000000001,6.235000000000001,6.32,1.485,2.8
6.235000000000001,6.235000000000001,6.215,1.6649999999999998,5.7
6.904999999999999,6.405000000000001,6.82,1.7550000000000001,6.2
6.725000000000001,6.235000000000001,6.31,2.0,7.6
6.465000000000001,6.235000000000001,7.795,1.595,7.6
6.375000000000001,6.235000000000001,6.865,1.7899999999999998,6.2
6.475000000000001,6.235000000000001,5.855,1.72,6.5
6.235000000000001,6.235000000000001,4.910000000000001,1.72,3.6
5.345000000000001,6.195000000000001,7.725,1.23,4.8
6.4350000000000005,6.235000000000001,5.610000000000001,2.07,7.1
6.235000000000001,6.235000000000001,6.235000000000001,1.675,7.5
6.235000000000001,6.235000000000001,6.834999999999998,1.315,6.2
6.104999999999999,6.235000000000001,6.970000000000001,1.7,7.8
5.875000000000001,6.235000000000001,6.7299999999999995,1.405,6.5
6.165000000000001,6.235000000000001,6.840000000000001,1.42,3.4
6.44,6.340000000000002,5.610000000000001,1.55,4.3
6.235000000000001,6.235000000000001,7.07,1.6300000000000001,4.3
6.245000000000001,6.235000000000001,6.21,1.34,3.5
6.415000000000002,6.235000000000001,6.855000000000001,1.485,5.5
6.035000000000001,6.235000000000001,6.6149999999999975,1.775,5.8
6.610000000000001,6.235000000000001,6.4,1.8,6.3
6.270000000000001,6.235000000000001,7.1850000000000005,1.8,4.6
5.765000000000001,6.235000000000001,6.6149999999999975,1.6349999999999998,5.4
5.7700000000000005,6.450000000000001,5.610000000000001,1.6099999999999999,5.8
6.515000000000002,6.235000000000001,7.44,1.475,6.0
6.235000000000001,6.235000000000001,4.910000000000001,1.4650000000000003,3.6
5.985,6.245000000000001,5.365,1.4300000000000002,5.7
6.130000000000001,6.235000000000001,5.659999999999999,1.5399999999999998,3.4
6.095000000000001,6.235000000000001,7.084999999999999,1.7399999999999998,5.9
6.325000000000001,6.235000000000001,6.135,1.37,5.0
6.525000000000001,6.460000000000001,7.250000000000003,1.86,7.9
6.235000000000001,6.295000000000001,6.580000000000001,1.275,4.7
6.540000000000001,6.475000000000001,7.075,1.67,8.2
6.069999999999999,6.235000000000001,7.554999999999998,1.575,6.4
6.380000000000001,6.420000000000002,6.765000000000001,1.8199999999999998,7.4
6.040000000000001,6.4300000000000015,6.610000000000001,1.8950000000000002,7.3
6.235000000000001,6.235000000000001,6.6149999999999975,1.48,4.6
7.0600000000000005,6.235000000000001,6.715000000000001,1.7049999999999996,6.7
6.725000000000001,6.490000000000002,6.76,1.7399999999999998,7.2
6.875,6.235000000000001,6.279999999999999,1.69,6.5
7.19,6.460000000000001,5.944999999999999,1.775,6.0
6.455000000000001,6.235000000000001,6.705,1.845,8.7
6.385000000000001,6.4700000000000015,7.154999999999999,1.5949999999999998,7.3
6.92,6.235000000000001,6.390000000000001,1.8549999999999998,7.3
6.4300000000000015,6.235000000000001,7.125,1.475,5.8
6.530000000000001,6.235000000000001,6.115,0.0,5.4
6.285,6.405000000000001,6.675,1.89,7.5
6.380000000000001,6.235000000000001,6.755000000000001,1.6049999999999998,4.1
6.465000000000001,6.495000000000002,7.110000000000001,1.9600000000000002,7.5
